,Image,Tour Name,Tour Type,Tour Duration,Tour Price,Price Per,Cancellation,Tour By,City,Country,Link
60,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5d/b1/00/caption.jpg?w=500&h=400&s=1,Amazing Lakefront Segway Tour in Chicago,Segway Tours,1–2 hours,$75.00,per adult,Free cancellation,By Bike and Roll,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d1818809-Reviews-Bike_and_Roll-Chicago_Illinois.html
61,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/67/54/e4/caption.jpg?w=500&h=400&s=1,The Devil in the White City: A Haunting History Tour,Bus Tours,3 hours,$35.00,per adult,,By Chicago Hauntings,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d629580-Reviews-Chicago_Hauntings-Chicago_Illinois.html
62,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/fc/60/7d/caption.jpg?w=500&h=400&s=1,Chicago's West Side Foodie Ride Bike Tour,City Tours,4 hours,$79.99,per adult,Free cancellation,By Bobby's Bike Hike Chicago,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d659394-Reviews-Bobby_s_Bike_Hike_Chicago-Chicago_Illinois.html
63,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/bc/a9/de/caption.jpg?w=500&h=400&s=1,Frank Lloyd Wright Robie House Admission,Walking Tours,1 hour,$27.00,per adult,Free cancellation,By Frank Lloyd Wright's Robie House,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d103476-Reviews-Frank_Lloyd_Wright_s_Robie_House-Chicago_Illinois.html
64,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/fc/6a/0d/caption.jpg?w=500&h=400&s=1,Chicago Hauntings Original Ghost Bus Tour,Bus Tours,2–3 hours,$49.00,per adult,,By Chicago Hauntings,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d629580-Reviews-Chicago_Hauntings-Chicago_Illinois.html
65,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/bc/b2/cf/caption.jpg?w=500&h=400&s=1,45-Minute Chicago Architecture Boat Tour from Chicago Riverwalk,Water Tours,45 minutes,$25.00,per adult,Free cancellation,By Wendella,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d534491-Reviews-Wendella-Chicago_Illinois.html
66,,,4,,,,,,Chicago,USA,
67,,,,,,,,Clear all filters,Chicago,USA,
68,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c0/79/90/caption.jpg?w=500&h=400&s=1,30 Minute Lake Michigan Speedboat Ride,Adventure Tours,30 minutes,$34.75,per adult,,By City Experiences By Hornblower,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d2205635-Reviews-City_Experiences_By_Hornblower-Chicago_Illinois.html
69,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/fc/6a/0a/caption.jpg?w=500&h=400&s=1,Chicago Lakefront and Museum Campus Small Group Tour,Segway Tours,2 hours,$73.24,per adult,Free cancellation,By Absolutely Chicago Segway Tours,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d1520104-Reviews-Absolutely_Chicago_Segway_Tours-Chicago_Illinois.html
70,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/fc/60/60/caption.jpg?w=500&h=400&s=1,Bike Tour of Chicago's Lakefront Neighborhoods,City Tours,3 hours,$49.99,per adult,Free cancellation,By Bobby's Bike Hike Chicago,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d659394-Reviews-Bobby_s_Bike_Hike_Chicago-Chicago_Illinois.html
71,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c4/06/ce/caption.jpg?w=500&h=400&s=1,Chicago Lunch Cruise on Lake Michigan,Lunch Cruises,2 hours,$81.82,per adult,,By City Experiences By Hornblower,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d2205635-Reviews-City_Experiences_By_Hornblower-Chicago_Illinois.html
72,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c4/19/37/caption.jpg?w=500&h=400&s=1,Chicago Premier Dinner Cruise on Lake Michigan,Day Cruises,2–3 hours,$180.18,per adult,,By City Experiences By Hornblower,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d2205635-Reviews-City_Experiences_By_Hornblower-Chicago_Illinois.html
73,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/fc/6a/06/caption.jpg?w=500&h=400&s=1,Chicago Insider Segway Tour,Segway Tours,2 hours,$75.58,per adult,Free cancellation,By Absolutely Chicago Segway Tours,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d1520104-Reviews-Absolutely_Chicago_Segway_Tours-Chicago_Illinois.html
74,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/ed/d0/caption.jpg?w=500&h=400&s=1,Untouchable Tours Chicago's Original Gangster Tour,Bus Tours,1–2 hours,$45.00,per adult,,By Untouchable Tours,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d649556-Reviews-Untouchable_Tours-Chicago_Illinois.html
75,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/9a/f9/0a/caption.jpg?w=500&h=400&s=1,Behind-the-Scenes Tour of Historic Chicago Theatre,Theaters,1 hour,$18.00,per adult,Free cancellation,By The Madison Square Garden Company,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g60763-d16710124-Reviews-The_Madison_Square_Garden_Company-New_York_City_New_York.html
76,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/e6/78/17/caption.jpg?w=500&h=400&s=1,Best of Chicago: History & Culture Tour with Chocolate and Popcorn,Private and Luxury,2–3 hours,$51.50,per adult,Free cancellation,By Intrepid Urban Adventures - Chicago,Chicago,USA,https://www.tripadvisor.com/Attraction_Review-g35805-d23471901-Reviews-Intrepid_Urban_Adventures_Chicago-Chicago_Illinois.html
