,Attraction Name,Attraction Type,City,Country
321,Dokwerker,Historic Sites • Points of Interest & Landmarks,Amsterdam,Netherlands
322,Tertius Collection,Art Galleries • Antique Shops,Amsterdam,Netherlands
323,Sint Andrieshofje,Historic Sites,Amsterdam,Netherlands
324,Hofje Van Brienen,Historic Walking Areas,Amsterdam,Netherlands
325,Theater De Roode Bioscoop,Theaters,Amsterdam,Netherlands
326,Kromhout Wharf (Werf 'T Kromhout),Piers & Boardwalks,Amsterdam,Netherlands
327,Agnieten Chapel,Churches & Cathedrals,Amsterdam,Netherlands
328,De Ruige Speelplek in West,Playgrounds,Amsterdam,Netherlands
329,Podium Mozaïek,Theaters,Amsterdam,Netherlands
330,KIT Royal Tropical Institute,Theaters,Amsterdam,Netherlands
331,Mirandabad (indoor & outdoor),Sports Complexes,Amsterdam,Netherlands
332,Amstelhoven,Historic Sites • Points of Interest & Landmarks,Amsterdam,Netherlands
333,Salamon Art & Design,Art Galleries,Amsterdam,Netherlands
334,Tussen de Bogen,Points of Interest & Landmarks • Architectural Buildings,Amsterdam,Netherlands
335,Fête Galante,Points of Interest & Landmarks,Amsterdam,Netherlands
336,Luther Museum,History Museums,Amsterdam,Netherlands
337,Maison Descartes,Historic Sites • Gardens,Amsterdam,Netherlands
338,Obrechtkerk,Historic Sites • Religious Sites,Amsterdam,Netherlands
339,Outsider Art Galerie,Art Galleries,Amsterdam,Netherlands
340,Artwatch,Art Museums,Amsterdam,Netherlands
341,,1,Amsterdam,Netherlands
342,Organica Food Market Minervaplein,Farmers Markets,Amsterdam,Netherlands
343,Arti et Amicitiae,Art Galleries,Amsterdam,Netherlands
344,Prins Hendrik Bust,Monuments & Statues,Amsterdam,Netherlands
345,Jordaan Oproer,Points of Interest & Landmarks • Monuments & Statues,Amsterdam,Netherlands
346,Aluminiumbrug,Bridges,Amsterdam,Netherlands
347,"Amsterdam, Posthoornkerk (Onze Lieve Vrouwe Onbevlekt Ontvangen)",Churches & Cathedrals,Amsterdam,Netherlands
348,Museum Amsterdam Noord,Speciality Museums,Amsterdam,Netherlands
349,De Marktkantine,Convention Centers,Amsterdam,Netherlands
350,Gallery Delaive,Art Galleries,Amsterdam,Netherlands
351,"""Gaudi"" seats",Points of Interest & Landmarks,Amsterdam,Netherlands
352,Zaal 100,Theaters,Amsterdam,Netherlands
353,GoDutch - Dutch Costume Photo,Rides & Activities,Amsterdam,Netherlands
354,Mountain Network Amsterdam,Sports Camps & Clinics,Amsterdam,Netherlands
355,Monument vor Joods verzet,Monuments & Statues,Amsterdam,Netherlands
356,Mythical Beast,Points of Interest & Landmarks,Amsterdam,Netherlands
357,Gay Tourist Information Centre,Visitor Centers,Amsterdam,Netherlands
358,Het Lab,Sports Complexes,Amsterdam,Netherlands
359,Plaquette Willy Alberti,Points of Interest & Landmarks,Amsterdam,Netherlands
360,Bandenboot,Points of Interest & Landmarks,Amsterdam,Netherlands
361,Vredenburgh,Historic Sites • Points of Interest & Landmarks,Amsterdam,Netherlands
362,Aankomst Sinterklaas,Monuments & Statues,Amsterdam,Netherlands
363,Schip op de helling,Points of Interest & Landmarks,Amsterdam,Netherlands
364,How to meet an angel,Points of Interest & Landmarks,Amsterdam,Netherlands
365,Glasgalerie Kuhler,Art Galleries,Amsterdam,Netherlands
366,Casino City,Casinos,Amsterdam,Netherlands
367,Villa Arena,Art Galleries • Antique Shops,Amsterdam,Netherlands
368,Amsterdam Oersoep,Points of Interest & Landmarks,Amsterdam,Netherlands
369,Vodka Museum Amsterdam,Speciality Museums,Amsterdam,Netherlands
370,Drie figuren by Peter Erftemeijer,Points of Interest & Landmarks • Monuments & Statues,Amsterdam,Netherlands
371,B 82 – Brug nr. 420,Monuments & Statues,Amsterdam,Netherlands
372,,1,Amsterdam,Netherlands
373,Gevelbibliotheek,Points of Interest & Landmarks • Architectural Buildings,Amsterdam,Netherlands
374,Raepenhofje,Historic Sites • Points of Interest & Landmarks,Amsterdam,Netherlands
375,Bijenpark Osdorp,Gardens,Amsterdam,Netherlands
376,Siegerpark,Parks • Gardens,Amsterdam,Netherlands
377,Urban Design Zuidas,Architectural Buildings,Amsterdam,Netherlands
378,CompagnieTheater,Theaters,Amsterdam,Netherlands
379,Snoekfontein,Points of Interest & Landmarks,Amsterdam,Netherlands
380,Pianola Museum,Speciality Museums,Amsterdam,Netherlands
381,Kokadorus,Points of Interest & Landmarks • Monuments & Statues,Amsterdam,Netherlands
382,Apentafel,Points of Interest & Landmarks • Monuments & Statues,Amsterdam,Netherlands
383,Grill's Hofje,Historic Sites • Points of Interest & Landmarks,Amsterdam,Netherlands
384,NeighbourFood Market,Farmers Markets,Amsterdam,Netherlands
385,Gallery Modern,Art Galleries,Amsterdam,Netherlands
